gene_ids,Treatment1_FPKM_Coeff_of_Var,Treatment2_FPKM_Coeff_of_Var,Treatment3_FPKM_Coeff_of_Var,Treatment4_FPKM_Coeff_of_Var
gene-LOC111099127,0.339170617862123,1.59409362846541,0.391569348248795,0.723399839624955
gene-LOC111099128,1.1213163032524,1.9468377853467,0.919967258038729,2.5296103285912
gene-LOC111099129,0.445462172487947,1.51087042458652,0.341433030522783,1.04122460835363
gene-LOC111099130,0.535432881766561,1.19527303062897,0.703054633802285,0.874130969473489
gene-LOC111099131,1.24032657256684,2.1762248990562,0.922177891334315,1.8276727281558
gene-LOC111099132,0.256648555621179,0.762551984263278,0.476164573558576,0.396267593968542
gene-LOC111099133,0.968309532797772,2.04857141292887,1.07881621774636,1.47018385880501
gene-LOC111099134,1.55140702869227,1.14668652197725,1.1211772763312,2.91681547239451
gene-LOC111099135,0.392863261481425,0.66453721396716,0.631705807871959,1.31571257360474
gene-LOC111099136,0.176120754900207,0.427564812315314,0.403126324916481,0.637266545494928
gene-LOC111099137,0.780328017165837,1.58951206139003,1.91991680687054,1.84662332177652
gene-LOC111099138,0.409199867218177,0.707920701251637,0.470599442124817,0.76761834153663
gene-LOC111099139,0.705191014192553,1.19333663553764,0.430615261167509,1.34133961845526
gene-LOC111099140,0.213476558718379,0.463773752949092,0.32334688574944,0.329624973575149
gene-LOC111099141,0.642343091516275,0.846965051607669,0.588639126728711,0.73327097024832
gene-LOC111099142,0.511139492864872,1.01490595268527,0.695693600264146,1.4341462275558
gene-LOC111099143,1.17789047368119,0.455886623167112,1.05973215362617,0.149491472148098
gene-LOC111099144,0.76716326923339,2.91681547239451,0.926112614667433,2.91681547239451
gene-LOC111099145,0.476551451064845,0.810756374301133,0.544903714922236,0.689208215537115
gene-LOC111099146,0.367444910755047,0.948899194170454,0.653923675835583,0.730216423760108
gene-LOC111099147,0.212970784455671,0.255983196919054,0.47583301747889,0.284526159471303
gene-LOC111099148,0.426459639764614,1.10080112971651,0.486715360911496,0.785353647956351
gene-LOC111099149,0.652607535642057,2.5007543093469,1.19807984875179,1.96021586297695
gene-LOC111099150,0.0544630222453012,1.37992104276197,0.456762182822797,0.640167002278784
gene-LOC111099151,0.498030339737537,1.15169584611349,0.454456016410803,0.650254529676836
gene-LOC111099152,0.362051696478985,0.478217013914904,0.325530657399214,0.195740187636081
gene-LOC111099153,0.604453790435235,0.444338841391893,0.808637981411804,0.525379780827221
gene-LOC111099154,0.49521543161775,0.908612973936478,0.4996416191397,1.15430272888308
gene-LOC111099155,0.208687666653044,1.56069965408691,0.324854813485981,0.85275001116289
gene-LOC111099156,0.340101634872947,0.288040462003507,0.310837070248614,0.270947644308308
gene-LOC111099157,0.395411224406907,0.68104777727288,0.360845751082838,0.577779986826774
gene-LOC111099158,0.44117453539594,0.796033835507207,0.398561306803128,0.798070690561087
gene-LOC111099159,0.880197585616215,2.46262314095406,0.606755014045406,1.91311972860671
gene-LOC111099160,0.644441893670639,1.56489146913875,0.624417322137332,2.91681547239451
gene-LOC111099161,0.59426780052482,0.800635244597052,0.423714751299512,0.684323372691113
gene-LOC111099162,0.610480902197501,0.309430055491405,0.580695834147802,0.332484372439199
gene-LOC111099163,0.518043530874324,0.892282977396073,0.401611147264872,1.29824411767303
gene-LOC111099164,1.23726270496355,1.54384243758894,0.96787899526272,1.59589757573586
gene-LOC111099165,0.251725972968698,2.46046945098585,0.28745463377921,1.11959587085031
gene-LOC111099166,0.373904913160684,0.933783189632597,0.443356567757724,0.88699665315039
gene-LOC111099167,0.69746666375909,1.37081080322478,0.759233692297874,2.14885587974195
gene-LOC111099168,0.237180394005788,0.525893255096521,0.408374100808517,0.334771842151314
gene-LOC111099169,0.128753926600991,0.798929150773326,0.263485457090779,0.362621565631017
gene-LOC111099170,0.279588718418502,1.94997652657777,0.884408629580831,2.64247155225061
gene-LOC111099171,0.441642531687867,1.09174300610705,0.436445072219057,0.720338118821175
gene-LOC111099172,0.719093855872497,0.830865629223843,1.20301918556793,1.03284559155277
gene-LOC111099173,0.37142932057778,1.94249707598278,0.656420430525628,2.91681547239451
gene-LOC111099174,0.227655694972014,0.296840822518302,0.17956889573992,0.301894708215801
gene-LOC111099175,0.282323780851231,0.316205951284525,0.334401143150613,0.189340854126141
gene-LOC111099176,0.378278917097424,1.85193283937118,0.33338659493763,1.54389619257437
gene-LOC111099177,0.771417945476275,1.94970243298248,1.34951403318347,2.08543208383734
gene-LOC111099178,0.521893878526927,2.14076735469997,0.529372010137718,1.3048735436162
gene-LOC111099179,0.379710006388893,1.69452601699043,0.42428754497417,1.90769416458687
gene-LOC111099180,0.386934527220193,0.446640621201446,0.559820749162942,0.291717491556717
gene-LOC111099181,0.608160367583515,1.93512004574437,0.711509162244603,2.00412162096928
gene-LOC111099182,0.135706522857713,0.438080187927163,0.263045811584833,0.301294987946481
gene-LOC111099183,0.289736358404487,0.249956240835808,0.316567512305244,0.184404203699794
gene-LOC111099184,0.458100578367786,0.816990168019493,0.362902657294636,0.827645078475233
gene-LOC111099185,0.346657095091623,0.448288100545464,0.510028603277638,1.38577653728646
gene-LOC111099186,0.405314004217237,0.722481286637258,0.443006102633368,1.1222117928731
gene-LOC111099187,0.375928502755012,1.58468447135666,0.546292699532181,1.59572577845524
gene-LOC111099188,1.32868508169671,1.92272830312784,0.563297867761758,2.17545589731867
gene-LOC111099189,0.781327281862269,0.921593325366807,0.394354313545959,0.705002229975468
gene-LOC111099190,0.455429123401616,1.32055847554346,0.464748887033211,0.907430358328984
gene-LOC111099191,0.495223891142501,2.6047330205822,0.526412573011967,1.39581401711395
gene-LOC111099192,0.377442285070877,0.393833879155746,0.412518616968426,0.241039806073559
gene-LOC111099193,0.485549958783876,1.03938223069397,0.437725884111512,1.2717783007458
gene-LOC111099194,0.306083613198148,0.856327718067859,0.204097818208764,1.00736472246682
gene-LOC111099195,0.574232208559767,2.90673184427962,0.433353348234304,1.39732404811461
gene-LOC111099196,0.565402008383215,0.537772514059923,0.406120341532684,0.231616860784062
gene-LOC111099197,0.671352064576445,0.511850685980282,0.406478050574848,0.512087023265691
gene-LOC111099198,0.610613288163521,2.91681547239451,0.670393807502586,1.47466032096068
gene-LOC111099199,0.619617169541268,2.35470560344753,0.427404757484365,0.960326525634571
gene-LOC111099200,0.421618125567364,0.227849495714985,0.477270338899329,0.315061822792656
gene-LOC111099201,0.84733492844862,0.681947724798443,0.577810198189097,1.0655566321037
gene-LOC111099202,0.710334663594254,0.701489488852082,0.514451637702459,0.804331709740426
gene-LOC111099203,0.170922011869452,0.363382965748841,0.234149195997455,0.216926476283474
gene-LOC111099204,1.51278200885525,1.90981421969831,1.26723399552551,NA
gene-LOC111099205,1.74595593971034,0.900218182419117,2.11742582227138,1.40004495632144
gene-LOC111099206,0.710340971389038,0.670726153832189,0.4584710616652,0.382445274986362
gene-LOC111099207,0.385477039428007,1.22095206416116,0.517466571162906,1.14950001409558
gene-LOC111099208,0.582040545199064,0.930493394345757,0.480028906207786,1.23762082518329
gene-LOC111099209,1.47682527761451,0.455973497823711,1.66797288965802,0.284446602949826
gene-LOC111099210,0.342600124227836,1.30943424086957,0.748144843805152,0.597489288875741
gene-LOC111099211,0.267904352668136,0.2958800185901,0.243616755482028,0.40108051438716
gene-LOC111099212,0.380467036010134,0.190771666971245,0.334992022315139,0.230076054621716
gene-LOC111099213,0.436913950793505,1.08225815965128,0.344312282655945,0.820405224318779
gene-LOC111099214,0.522064200530527,0.53558109292405,0.418570873238475,0.780973893559442
gene-LOC111099215,0.480941166060732,0.516019106403219,0.194861250469971,0.471466936561462
gene-LOC111099216,0.193341777724012,0.24995461264652,0.307205436628773,0.176576497029556
gene-LOC111099217,0.713805213064382,0.912103300734893,0.467409339897328,0.49931631778798
gene-LOC111099218,0.380423971893119,0.467433212766543,0.413165101819837,0.327163905510049
gene-LOC111099219,0.164316103814647,0.236284530339032,0.271827619473988,0.121503063580976
gene-LOC111099220,0.199030855913955,0.277989759386704,0.289820167134463,0.15235849292339
gene-LOC111099221,0.201534921852153,0.251375658560218,0.285303844202952,0.327450912697717
gene-LOC111099222,0.185444359583353,0.591361508817031,0.107042969119734,0.611573527540329
gene-LOC111099223,0.812308928341053,1.89867468094809,1.39947193751935,1.68829895576372
gene-LOC111099224,0.515244602025297,0.673999994496063,0.45883546682397,0.5225207556403
gene-LOC111099225,0.383535909033968,0.780977806341678,0.439405321277649,0.760855245135895
gene-LOC111099226,0.24702827750859,0.448915799685932,0.26600399182703,0.288971633067994
gene-LOC111099227,0.487882184473478,0.454562446573714,0.900211508755388,0.463186603080294
gene-LOC111099228,0.608819623990546,2.24797640327241,0.440016526075311,1.04320127401006
gene-LOC111099229,0.504629843275648,1.07570553545304,0.511530471495294,0.893143944630474
gene-LOC111099230,0.705304784658329,1.36702464568889,0.733015224264097,1.04328122823674
gene-LOC111099246,0.729002600970322,1.93753004091477,0.871058646550726,1.15943373500403
gene-LOC111099262,0.426026271932279,0.705460029922401,0.413326163967214,1.05425015855616
gene-LOC111099278,1.16372850275627,1.14524875385091,0.698407734133285,1.23908196124159
gene-LOC111099289,0.487798735131594,1.15292473533571,0.593279880064454,1.01648650131778
gene-LOC111099300,0.241548198638587,0.375509962335956,0.26817715558329,0.227486760576732
gene-LOC111099316,0.44685581264459,0.524706585628247,0.604996253356777,0.505677419291199
gene-LOC111099327,0.143416984056796,0.537670948183941,0.381683587219856,0.396497451925224
gene-LOC111099343,0.141274439888045,0.713307395623154,0.245832547152517,0.30504362549336
gene-LOC111099359,0.699401927803962,0.379423850561292,1.06534430480481,0.216912841481475
gene-LOC111099375,0.037428695103053,0.318960012418588,0.0599820388642466,0.316530972603701
gene-LOC111099408,0.58272797759669,1.23944947501129,0.6749085075153,0.809271403193585
gene-LOC111099409,2.02687325400149,NA,0.875732902876639,2.48199718611771
gene-LOC111099410,0.365299589880679,0.587652543956641,0.402941356418664,0.696775986668608
gene-LOC111099411,0.814276819595068,1.22508938153209,0.959777466050236,2.91681547239451
gene-LOC111099412,1.2788176876635,NA,1.46163457543961,2.91681547239451
gene-LOC111099413,1.39624926346198,2.91681547239451,0.94167825335672,1.19723197744669
gene-LOC111099414,0.757173729079939,2.08100160141505,1.53752862247901,0.909846585624
gene-LOC111099415,1.2061427373025,1.37286241299347,1.76205959858292,1.21543637126885
gene-LOC111099416,0.411839343648525,0.886850753790666,0.460860948407665,0.639174041603843
gene-LOC111099417,1.2844381990509,1.11211593596318,0.715545582493223,1.27366906034783
gene-LOC111099418,0.596756585726921,0.822918917818512,0.559577264986083,0.82717358506864
gene-LOC111099419,0.448080321795417,0.855182184349474,0.457540090656832,0.952796960377917
gene-LOC111099420,0.37511679411679,0.708411476233261,0.521067812043294,0.43908301842352
gene-LOC111099421,0.533065135206077,0.675684773340209,0.618698040012789,1.08645033588098
gene-LOC111099422,1.4530421003486,2.20743587114316,2.55155181539914,2.91681547239451
gene-LOC111099423,1.29104779728654,1.4584667087689,0.672194514415725,2.91681547239451
gene-LOC111099424,0.506053476696881,0.371583309455578,0.374957345144582,0.405281681509991
gene-LOC111099425,NA,2.91681547239451,NA,1.9576763318746
gene-LOC111099426,0.206767129864612,0.622216293441933,0.113115127434075,0.304921314867369
gene-LOC111099427,0.375999610889127,0.293088709250964,0.25456350606441,0.241830758240711
gene-LOC111099428,0.454349979667741,0.572497104780763,0.448681746996125,0.509857180284544
gene-LOC111099429,0.314411300168425,0.847591533512577,0.416420303206796,0.496031637514767
gene-LOC111099430,1.15432797410291,1.15805056151432,0.947827106472897,1.28691118419339
gene-LOC111099431,NA,2.91681547239451,NA,2.91681547239451
gene-LOC111099432,1.08752284458096,1.93847946252429,1.11669110896523,2.1983656694259
gene-LOC111099433,1.62504463977076,1.60392195230548,1.391046442581,0.975116532976019
gene-LOC111099434,0.598930652329328,1.31043653782073,1.02094130881918,0.689495981266319
gene-LOC111099435,NA,NA,2.55155181539914,NA
gene-LOC111099436,0.971588721371883,1.76745098620252,0.649638634622818,0.905083663263329
gene-LOC111099437,0.307018699918649,0.401049003229192,0.144620512534958,0.333103058055451
gene-LOC111099438,0.522230922629651,1.04056113455122,0.329681480372019,2.5066842299452
gene-LOC111099439,0.78887982810663,0.621128114611992,0.971222788164228,0.384972934717709
gene-LOC111099440,0.335428985389104,0.853092535189678,0.292517256204244,0.513964707226688
gene-LOC111099441,NA,2.91681547239451,2.55155181539914,NA
gene-LOC111099442,0.341758445058202,0.557213896264139,0.854994974216279,0.259919827130399
gene-LOC111099443,0.120835595390379,0.345017837113635,0.372234260909879,0.271544429288157
gene-LOC111099444,1.02132351716065,2.2599376925566,2.43876293629142,2.03958642233809
gene-LOC111099445,0.488321702567912,1.11937920707894,0.502041044869112,1.01480582219151
gene-LOC111099446,0.161538550074794,0.493581117817715,0.17970890859374,0.224326632939358
gene-LOC111099447,0.613364343021901,1.54323293098119,0.434136419137383,1.04497372969384
gene-LOC111099448,0.498470249256557,2.83019206130188,0.469706329120094,1.88368619604498
gene-LOC111099449,0.578215600181439,1.23477440966774,0.496269182009297,0.873618972378352
gene-LOC111099450,0.325644957814463,0.565400952753339,0.705429740622562,0.688963240558713
gene-LOC111099451,0.639679088157268,0.804058977538441,0.591475806778695,0.831829085842751
gene-LOC111099452,NA,NA,2.55155181539914,NA
gene-LOC111099453,0.421947111428073,1.21330512171929,0.325676079499896,1.48230182481292
gene-LOC111099454,0.803991762698594,0.748870065037875,0.268067732615123,0.51359956152921
gene-LOC111099455,0.554884385978386,1.0001212083632,0.548393948652327,1.14610351208881
gene-LOC111099456,NA,NA,NA,1.59858795694244
gene-LOC111099457,0.679711366258506,0.850793081544138,0.597006921213299,0.684110095444151
gene-LOC111099458,1.12706053588454,0.615963477459375,1.81873737534431,0.331196905436732
gene-LOC111099459,0.33084855870501,0.698221086484694,0.329149088087044,0.282822417155246
gene-LOC111099460,0.923014832853912,0.763429740564139,1.49666873934123,0.328993854961746
gene-LOC111099461,0.430140582539116,0.359295339910822,0.368921565392873,0.405034093233177
gene-LOC111099462,0.428930508828231,1.41545592123671,0.668126109418873,1.24199684699596
gene-LOC111099463,1.366018663065,2.91681547239451,0.847813500004853,2.91681547239451
gene-LOC111099464,0.421978303711208,1.92750033341461,0.437324719024815,0.63493890601425
gene-LOC111099465,1.34977168210096,2.02735705417154,1.6145792292831,1.28572661653089
gene-LOC111099466,2.125,2.91681547239451,2.55155181539914,NA
gene-LOC111099467,0.0289519614046615,0.644272283402276,0.396358432427553,0.742275266096009
gene-LOC111099468,0.333318924741651,1.20307390123049,0.471381281657243,0.791712016108032
gene-LOC111099469,0.373922107430236,1.21444731424801,0.448911310480277,1.28817307704028
gene-LOC111099470,0.301226796629524,0.400011149852156,0.137123913711314,0.325201166742033
gene-LOC111099471,0.178515764444311,0.600643912927404,0.088614207821862,0.137695050982072
gene-LOC111099472,2.125,2.38782983103346,2.55155181539914,2.91681547239451
gene-LOC111099473,0.716274969921953,1.62752440783344,0.534762915456031,2.91681547239451
gene-LOC111099474,0.666318050244998,0.775255130737616,0.588961613250241,0.916696684320652
gene-LOC111099475,0.62258126213906,1.15412254061258,0.426352333494171,1.9827117493687
gene-LOC111099476,0.438703232018661,2.16020918808697,0.490978006800712,0.981508023016604
gene-LOC111099477,0.458503458744423,1.54707186801456,0.436886370520886,0.417017556540918
gene-LOC111099478,0.308311478164428,0.248219725012737,0.311647363139936,0.278424590576034
gene-LOC111099479,0.251342157391947,0.952573341077659,0.238991458987985,0.263796237086608
gene-LOC111099480,0.495366250069587,1.53693353125669,0.894352766467397,2.91681547239451
gene-LOC111099481,0.4278770788841,0.289891998288745,0.40186208673479,0.245437687252364
gene-LOC111099482,1.37284098491153,NA,1.43409274915442,1.9829879015944
gene-LOC111099483,0.110560446601453,0.342953067536118,0.100490760915013,0.21929534830702
gene-LOC111099484,0.515862400659916,0.391060451736423,0.539999125354361,0.233351010317276
gene-LOC111099485,0.587821337877514,1.1031913408165,1.23402069774917,0.550902137195528
gene-LOC111099486,NA,NA,2.55155181539914,NA
gene-LOC111099487,0.463895558882341,1.06057634147341,0.5934021018423,0.829557196046678
gene-LOC111099488,NA,NA,2.53812670837828,2.91681547239451
gene-LOC111099489,0.29505691772839,1.57431124882319,0.450602030788143,0.79694961539796
gene-LOC111099490,0.508805979978492,0.661029789962965,0.60929595329569,0.564134178060436
gene-LOC111099491,2.125,NA,2.55155181539914,2.91681547239451
gene-LOC111099492,0.317746984061662,0.610175941837062,0.457560155518466,0.513810778740567
gene-LOC111099493,0.258900942221636,2.91681547239451,0.707015909908428,2.91681547239451
gene-LOC111099494,0.525883416669024,0.99237454345197,0.449406067868213,0.73211772268423
gene-LOC111099495,1.24976734741481,2.53308780945604,0.77382901009664,2.20715878263521
gene-LOC111099496,0.556409051865136,0.498485541199385,0.306311482489969,0.199326733784809
gene-LOC111099497,1.20817611278142,2.36979882388485,0.567989724569609,NA
gene-LOC111099498,1.2870616686589,2.29651456496539,0.735365546127671,1.34481523348126
gene-LOC111099499,1.59137446949732,NA,1.09919746672772,1.89280835517948
gene-LOC111099500,0.670283388129134,1.49721844757115,0.62180944339851,1.6949832410835
gene-LOC111099501,NA,NA,NA,2.91681547239451
gene-LOC111099502,0.199912991213569,0.461831765703638,0.224481250033442,0.382069006748959
gene-LOC111099503,0.471572466778608,1.55800488646949,0.466945798807256,1.34483841129208
gene-LOC111099504,0.68464849205375,1.3287916226495,0.747675724772809,1.66196035986678
gene-LOC111099505,0.766409931209751,1.00184753535154,0.539899460368745,0.976422604128872
gene-LOC111099506,1.34262137559678,1.93205040138937,1.22604122476925,1.14895570580903
gene-LOC111099507,0.458382016703772,1.56587608609361,0.596737212092918,1.45236515083401
gene-LOC111099508,0.679113115729308,2.18946500305601,1.63903071867383,1.95559676611037
gene-LOC111099509,0.63213647919893,1.164947480967,0.354742404226647,1.23848063814465
gene-LOC111099510,0.806543270444062,2.77639344179385,2.50960049988638,2.13478955786957
gene-LOC111099511,0.494277558198537,0.295603726290431,0.38504940315001,0.195454361216026
gene-LOC111099512,1.25678233413319,2.33918488800841,1.01136933924013,2.01273110581493
gene-LOC111099513,1.26752466091029,2.13179047040055,0.989329634581943,1.57100170998687
gene-LOC111099514,0.516769077269313,2.3203527133109,0.44510054018007,0.730445552905583
gene-LOC111099515,2.125,2.91681547239451,1.98732337012816,2.51429722906827
gene-LOC111099516,2.03688010746767,1.5845174520226,1.05377195400897,1.86540402000182
gene-LOC111099517,0.0711143448895664,0.33253912691514,0.107030977396952,0.175571142351054
gene-LOC111099518,0.280557862970214,1.92640558734037,0.36393279743523,1.71572747076814
gene-LOC111099519,0.19311649260756,0.155468984141249,0.40445860857581,0.262069649233275
gene-LOC111099520,0.943008988393033,NA,1.19678212599035,2.91681547239451
gene-LOC111099521,0.492024458711338,1.12866924946089,0.35193035976764,1.24750436147719
gene-LOC111099522,0.47805069922768,1.05723855150174,0.244231750242752,0.368662119446447
gene-LOC111099523,0.184498198725887,0.774384336622289,0.327850408519142,0.344624021043029
gene-LOC111099524,0.125984529172503,0.42752132822537,0.270815599609328,0.243334122795086
